CIA - The World Factbook 2000 -- International organization participation

| Country | International organization participation |
| **Tuvalu** | ACP, AsDB, C (special), ESCAP, IFRCS (associate), Intelsat (nonsignatory user), ITU, Sparteca, SPC, SPF, UNESCO, UPU, WHO, WTrO (applicant) |
| **Uganda** | ACP, AfDB, C, CCC, EADB, ECA, FAO, G-77, IAEA, IBRD, ICAO, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IGAD, ILO, IMF, Intelsat, Interpol, IOC, IOM, ISO (correspondent), ITU, NAM, OAU, OIC, OPCW, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Ukraine** | BSEC, CCC, CE, CEI, CIS, EAPC, EBRD, ECE, IAEA, IBRD, ICAO, ICRM, IFC, IFRCS, IHO, ILO, IMF, IMO, Inmarsat, Intelsat (nonsignatory user), Interpol, IOC, IOM (observer), ISO, ITU, NAM (observer), NSG, OAS (observer), OPCW, OSCE, PCA, PFP, UN, UN Security Council (temporary), UNCTAD, UNESCO, UNIDO, UNMIBH, UNMIK, UNMOP, UNMOT, UPU, WFTU, WHO, WIPO, WMO, WToO, WTrO (applicant), ZC |
| **United Arab Emirates** | ABEDA, AfDB, AFESD, AL, AMF, CAEU, CCC, ESCWA, FAO, G-77, GCC, IAEA, IBRD, ICAO, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Inmarsat, Intelsat, Interpol, IOC, ISO (correspondent), ITU, NAM, OAPEC, OIC, OPCW, OPEC, UN, UNCTAD, UNESCO, UNIDO, UPU, WHO, WIPO, WMO, WTrO |
| **United Kingdom** | AfDB, AsDB, Australia Group, BIS, C, CCC, CDB (non-regional), CE, CERN, EAPC, EBRD, ECA (associate), ECE, ECLAC, EIB, ESA, ESCAP, EU, FAO, G- 5, G- 7, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Inmarsat, Intelsat, Interpol, IOC, IOM (observer), ISO, ITU, MONUC, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, SPC, UN, UN Security Council, UNAMSIL, UNCTAD, UNESCO, UNFICYP, UNHCR, UNIDO, UNIKOM, UNMIBH, UNMIK, UNOMIG, UNRWA, UNTAET, UNU, UPU, WCL, WEU, WHO, WIPO, WMO, WTrO, ZC |
| **United States** | ANZUS, APEC, AsDB, Australia Group, BIS, CCC, CE (observer), CERN (observer), CP, EAPC, EBRD, ECE, ECLAC, ESCAP, FAO, G-5, G-7, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Inmarsat, Intelsat, Interpol, IOC, IOM, ISO, ITU, MINURSO, MIPONUH, NAM (guest), NATO, NEA, NSG, OAS, OECD, OPCW, OSCE, PCA, SPC, UN, UN Security Council, UNCTAD, UNHCR, UNIDO, UNIKOM, UNMIBH, UNMIK, UNOMIG, UNRWA, UNTAET, UNTSO, UNU, UPU, WCL, WHO, WIPO, WMO, WTrO, ZC |
| **Uruguay** | CCC, ECLAC, FAO, G-11, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICRM, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Intelsat, Interpol, IOC, IOM, ISO, ITU, LAES, LAIA, Mercosur, MINURSO, MONUC, NAM (observer), OAS, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNIDO, UNIKOM, UNMOGIP, UNMOT, UNOMIG, UNTAET, UPU, WCL, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Uzbekistan** | AsDB, CCC, CIS, EAPC, EBRD, ECE, ECO, ESCAP, IAEA, IBRD, ICAO, ICRM, IDA, IFC, IFRCS, ILO, IMF, Intelsat, Interpol, IOC, ISO, ITU, NAM, OPCW, OSCE, PFP, UN, UNCTAD, UNESCO, UNIDO, UPU, WFTU, WHO, WIPO, WMO, WToO, WTrO (applicant) |
| **Vanuatu** | ACCT, ACP, AsDB, C, ESCAP, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFC, IFRCS, IMF, IMO, Intelsat (nonsignatory user), IOC, ITU, NAM, Sparteca, SPC, SPF, UN, UNCTAD, UNESCO, UNIDO, UPU, WFTU, WHO, WMO, WTrO (applicant) |
| **Venezuela** | CAN, Caricom (observer), CCC, CDB, ECLAC, FAO, G- 3, G-11, G-15, G-19, G-24, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Intelsat, Interpol, IOC, IOM, ISO, ITU, LAES, LAIA, MINURSO, NAM, OAS, OPANAL, OPCW, OPEC, PCA, RG, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIKOM, UNU, UPU, WCL, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Vietnam** | ACCT, APEC, AsDB, ASEAN, CCC, ESCAP, FAO, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Inmarsat, Intelsat, Interpol, IOC, IOM (observer), ISO, ITU, NAM, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WFTU, WHO, WIPO, WMO, WToO, WTrO (applicant) |
| **Virgin Islands** | ECLAC (associate), Interpol (subbureau), IOC |
| **Wallis and Futuna** | FZ, SPC |
| **Western Sahara** | none |
| **Yemen** | ACC, AFESD, AL, AMF, CAEU, CCC, ESCWA, FAO, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Intelsat, Interpol, IOC, IOM, ITU, NAM, OAS (observer), OIC, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WFTU, WHO, WIPO, WMO, WToO, WTrO (applicant) |
| **Zambia** | ACP, AfDB, C, CCC, ECA, FAO, G-19, G-77, IAEA, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Intelsat, Interpol, IOC, IOM, ITU, MONUC, NAM, OAU, OPCW, SADC, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNMIK, UPU, WCL, WHO, WIPO, WMO, WToO, WTrO |
| **Zimbabwe** | ACP, AfDB, C, CCC, ECA, FAO, G-15, G-77, IAEA, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Intelsat, Interpol, IOC, IOM (observer), ISO, ITU, NAM, OAU, OPCW, PCA, SADC, UN, UNCTAD, UNESCO, UNIDO, UNMIK, UNTAET, UPU, WCL, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Taiwan: | APEC, AsDB, BCIE, ICC, IOC, WCL, WTrO (applicant)** | 



